round,global_accuracy,global_loss,comm_cost_mb
1,0.09769,2.352793,
2,0.094759,2.270819,
3,0.091916,2.286075,
4,0.089159,2.358304,
5,0.091586,2.291408,
6,0.088838,2.257363,
7,0.086173,2.340487,
8,0.103728,2.289605,
9,0.100616,2.282585,
10,0.104975,2.307121,
11,0.11359,2.210813,
12,0.125469,2.195928,
13,0.122108,2.189492,
14,0.135337,2.168788,
15,0.13621,2.145187,
16,0.166926,2.131345,
17,0.182337,2.12677,
18,0.198549,2.060196,
19,0.212305,1.989549,
20,0.237006,1.940175,
21,0.280703,1.877056,
22,0.306581,1.795278,
23,0.341127,1.677654,
24,0.383053,1.61092,
25,0.433,1.513304,
26,0.453091,1.381362,
27,0.492553,1.301656,
28,0.53343,1.226798,
29,0.575735,1.120917,
30,0.613407,1.028754,
31,0.639811,0.942887,
32,0.672112,0.870034,
33,0.700629,0.818005,
34,0.720458,0.764238,
35,0.743539,0.727566,
36,0.743993,0.654781,
37,0.778106,0.594942,
38,0.790727,0.601402,
39,0.785485,0.585863,
40,0.797798,0.544422,
41,0.814948,0.534963,
42,0.810367,0.552426,
43,0.822605,0.511246,
44,0.819218,0.503954,
45,0.831825,0.486757,
46,0.82266,0.509447,
47,0.828644,0.489743,
48,0.833493,0.47964,
49,0.822896,0.478717,
50,0.838698,0.506134,
51,0.834075,0.476383,
52,0.840714,0.482538,
53,0.836968,0.44889,
54,0.834559,0.475299,
55,0.830521,0.467136,
56,0.843725,0.467785,
57,0.83137,0.446806,
58,0.83726,0.462729,
59,0.833981,0.472427,
60,0.838722,0.47146,
61,0.839084,0.453659,
62,0.835199,0.464753,
63,0.837612,0.481045,
64,0.834966,0.458819,
65,0.843873,0.470418,
66,0.832363,0.464465,
67,0.833039,0.454071,
68,0.832669,0.458279,
69,0.846264,0.480818,
70,0.843566,0.481746,
71,0.837511,0.473164,
72,0.838472,0.454746,
73,0.833418,0.479334,
74,0.8332,0.470575,
75,0.840688,0.477461,
76,0.83956,0.453032,
77,0.840248,0.466305,
78,0.834179,0.443167,
79,0.839896,0.448616,
80,0.831263,0.489867,
81,0.833289,0.462764,
82,0.838383,0.468889,
83,0.834019,0.459155,
84,0.84132,0.464523,
85,0.838005,0.440973,
86,0.835803,0.478723,
87,0.835182,0.45611,
88,0.839598,0.475486,
89,0.839434,0.460923,
90,0.841098,0.488364,
91,0.842779,0.44846,
92,0.849817,0.451431,
93,0.833196,0.471806,
94,0.837722,0.472518,
95,0.843346,0.479632,
96,0.834526,0.468901,
97,0.842145,0.481162,
98,0.842598,0.478218,
99,0.840931,0.461581,
100,0.832827,0.47328,
