round,global_accuracy,global_loss,comm_cost_mb
1,0.096924,2.369749,
2,0.094016,2.313428,
3,0.099415,2.28874,
4,0.104924,2.311132,
5,0.101777,2.317043,
6,0.106329,2.338084,
7,0.103139,2.34097,
8,0.102742,2.253896,
9,0.10914,2.299583,
10,0.105866,2.32312,
11,0.102878,2.323239,
12,0.106982,2.314375,
13,0.11419,2.304929,
14,0.110764,2.313027,
15,0.111842,2.336369,
16,0.117202,2.301574,
17,0.113686,2.268647,
18,0.118489,2.244862,
19,0.114935,2.265179,
20,0.122731,2.266205,
21,0.135434,2.244065,
22,0.135881,2.241813,
23,0.133483,2.2419,
24,0.129478,2.226425,
25,0.140633,2.19041,
26,0.137465,2.18833,
27,0.144657,2.203872,
28,0.164814,2.127028,
29,0.170299,2.164613,
30,0.180508,2.119705,
31,0.192711,2.100121,
32,0.194738,2.076776,
33,0.21539,2.115353,
34,0.231244,2.011132,
35,0.253766,1.98622,
36,0.263897,1.93796,
37,0.288326,1.908374,
38,0.297112,1.907556,
39,0.309865,1.847312,
40,0.332808,1.822137,
41,0.34027,1.773761,
42,0.358878,1.718041,
43,0.378136,1.715122,
44,0.407826,1.701301,
45,0.415184,1.605169,
46,0.426266,1.611192,
47,0.438598,1.546034,
48,0.458029,1.547483,
49,0.469273,1.507381,
50,0.493149,1.460391,
51,0.500464,1.414747,
52,0.50835,1.411435,
53,0.506452,1.399522,
54,0.528634,1.350451,
55,0.528518,1.346819,
56,0.539514,1.337664,
57,0.543932,1.314372,
58,0.55502,1.309462,
59,0.558184,1.30194,
60,0.564961,1.293351,
61,0.570515,1.288272,
62,0.574007,1.295771,
63,0.567187,1.28488,
64,0.583281,1.254525,
65,0.578057,1.25747,
66,0.582008,1.264341,
67,0.579211,1.270606,
68,0.579986,1.248679,
69,0.588987,1.272367,
70,0.5839,1.254885,
71,0.587888,1.222678,
72,0.584012,1.225553,
73,0.586611,1.233841,
74,0.589425,1.253753,
75,0.591595,1.269785,
76,0.589415,1.245192,
77,0.5925,1.25324,
78,0.58969,1.244084,
79,0.598087,1.223691,
80,0.591528,1.238439,
81,0.590332,1.22059,
82,0.599644,1.228214,
83,0.599433,1.224311,
84,0.591811,1.240311,
85,0.591956,1.21876,
86,0.59002,1.233163,
87,0.590342,1.230619,
88,0.584061,1.22233,
89,0.592459,1.222725,
90,0.589272,1.217934,
91,0.593592,1.24746,
92,0.587764,1.225287,
93,0.597317,1.232827,
94,0.593071,1.222921,
95,0.593533,1.22722,
96,0.58476,1.219469,
97,0.585733,1.244507,
98,0.596848,1.21846,
99,0.596796,1.258889,
100,0.591099,1.244481,
