round,global_accuracy,global_loss,comm_cost_mb
1,0.112157,2.25995,
2,0.115863,2.262437,
3,0.112387,2.306117,
4,0.117856,2.298379,
5,0.11432,2.260889,
6,0.145692,2.230434,
7,0.141321,2.236715,
8,0.137081,2.265515,
9,0.133436,2.239744,
10,0.129433,2.232883,
11,0.135367,2.252419,
12,0.131306,2.236969,
13,0.139516,2.286849,
14,0.13533,2.238202,
15,0.131271,2.205606,
16,0.134634,2.233927,
17,0.141188,2.20461,
18,0.136953,2.191465,
19,0.133215,2.219601,
20,0.129218,2.18864,
21,0.152563,2.225538,
22,0.153615,2.204025,
23,0.154398,2.152314,
24,0.157149,2.195892,
25,0.175174,2.159216,
26,0.198612,2.133947,
27,0.192654,2.127781,
28,0.186874,2.159094,
29,0.205508,2.056002,
30,0.199633,2.07999,
31,0.217121,2.019888,
32,0.210608,1.9865,
33,0.230672,2.004439,
34,0.244509,1.965637,
35,0.245139,1.912948,
36,0.26814,1.937739,
37,0.285452,1.918033,
38,0.290894,1.89964,
39,0.305228,1.827039,
40,0.31718,1.796834,
41,0.321601,1.778919,
42,0.351989,1.735305,
43,0.361362,1.715555,
44,0.391425,1.675033,
45,0.393534,1.629305,
46,0.411413,1.583467,
47,0.426201,1.573893,
48,0.45194,1.556356,
49,0.461749,1.495925,
50,0.473656,1.458106,
51,0.485148,1.454168,
52,0.49243,1.450926,
53,0.511458,1.361716,
54,0.522911,1.359746,
55,0.531076,1.348994,
56,0.543161,1.28865,
57,0.545342,1.309527,
58,0.56575,1.306197,
59,0.576184,1.230713,
60,0.578952,1.216276,
61,0.589664,1.231623,
62,0.583721,1.241842,
63,0.597462,1.174975,
64,0.601228,1.179229,
65,0.605269,1.172176,
66,0.615079,1.149628,
67,0.614518,1.184061,
68,0.613265,1.154693,
69,0.620873,1.135612,
70,0.625672,1.139453,
71,0.621667,1.15528,
72,0.631269,1.124876,
73,0.627487,1.112165,
74,0.637115,1.116158,
75,0.635653,1.111855,
76,0.637836,1.109312,
77,0.639817,1.105387,
78,0.641318,1.113545,
79,0.638571,1.091584,
80,0.63622,1.090913,
81,0.636934,1.109319,
82,0.641531,1.116456,
83,0.651647,1.095322,
84,0.63681,1.088796,
85,0.643324,1.073589,
86,0.643124,1.094852,
87,0.642734,1.080565,
88,0.641933,1.111817,
89,0.644704,1.078118,
90,0.644167,1.099827,
91,0.643201,1.093255,
92,0.64913,1.096041,
93,0.652052,1.079231,
94,0.651182,1.075746,
95,0.645227,1.100279,
96,0.650276,1.084955,
97,0.642346,1.091647,
98,0.644724,1.072755,
99,0.644768,1.08716,
100,0.638969,1.088365,
