round,global_accuracy,global_loss,comm_cost_mb
1,0.095973,2.371826,
2,0.105247,2.282477,
3,0.102089,2.309482,
4,0.099027,2.329718,
5,0.099507,2.351198,
6,0.096522,2.289299,
7,0.101388,2.325168,
8,0.098608,2.318042,
9,0.098123,2.37107,
10,0.09518,2.303194,
11,0.104816,2.372761,
12,0.101671,2.301913,
13,0.098621,2.33971,
14,0.095662,2.387231,
15,0.118936,2.3383,
16,0.115368,2.329376,
17,0.111907,2.33185,
18,0.10855,2.36537,
19,0.106204,2.384026,
20,0.103018,2.316552,
21,0.099927,2.350635,
22,0.098458,2.343895,
23,0.095504,2.325699,
24,0.121701,2.367656,
25,0.11805,2.334894,
26,0.114508,2.312329,
27,0.111073,2.339364,
28,0.107741,2.334901,
29,0.106656,2.376654,
30,0.103456,2.304868,
31,0.114698,2.332388,
32,0.111257,2.34322,
33,0.107919,2.308401,
34,0.114002,2.287351,
35,0.127558,2.243646,
36,0.123731,2.273816,
37,0.131306,2.32711,
38,0.133958,2.317175,
39,0.129939,2.281219,
40,0.126041,2.26113,
41,0.142777,2.263784,
42,0.156291,2.207123,
43,0.151602,2.208875,
44,0.147054,2.253977,
45,0.166315,2.253967,
46,0.1806,2.208305,
47,0.175182,2.214386,
48,0.183834,2.153425,
49,0.18963,2.165917,
50,0.214553,2.148548,
51,0.223554,2.132836,
52,0.222797,2.166962,
53,0.246299,2.100796,
54,0.24016,2.050054,
55,0.257221,2.058143,
56,0.267197,2.051618,
57,0.276396,2.049159,
58,0.284803,2.001344,
59,0.287792,2.007876,
60,0.294639,1.995339,
61,0.311589,1.96942,
62,0.311457,1.929931,
63,0.316675,1.920873,
64,0.328513,1.927951,
65,0.329836,1.937217,
66,0.339969,1.916023,
67,0.346653,1.921714,
68,0.341254,1.909431,
69,0.344285,1.881888,
70,0.360133,1.896249,
71,0.361665,1.883911,
72,0.36758,1.856061,
73,0.362662,1.873067,
74,0.374689,1.882215,
75,0.372355,1.85541,
76,0.379048,1.868602,
77,0.367677,1.890273,
78,0.366552,1.846432,
79,0.372613,1.843061,
80,0.376729,1.857463,
81,0.375904,1.876572,
82,0.369546,1.868465,
83,0.373517,1.868479,
84,0.385178,1.878065,
85,0.377187,1.833288,
86,0.379728,1.846558,
87,0.371672,1.855836,
88,0.375406,1.864139,
89,0.383308,1.841914,
90,0.379822,1.841957,
91,0.37806,1.883553,
92,0.376332,1.844974,
93,0.384245,1.83916,
94,0.377888,1.827054,
95,0.385322,1.852429,
96,0.382536,1.824397,
97,0.382768,1.846711,
98,0.379478,1.825745,
99,0.38068,1.831956,
100,0.381292,1.843542,
