round,global_accuracy,global_loss,comm_cost_mb
1,0.106193,2.30903,
2,0.109066,2.293546,
3,0.115103,2.334251,
4,0.1204,2.32872,
5,0.116788,2.327302,
6,0.113374,2.293764,
7,0.119071,2.352293,
8,0.124866,2.30967,
9,0.12112,2.31842,
10,0.117486,2.322622,
11,0.113962,2.301417,
12,0.124853,2.309242,
13,0.121107,2.325824,
14,0.117474,2.309733,
15,0.11395,2.27061,
16,0.113531,2.270893,
17,0.116434,2.267761,
18,0.123146,2.313192,
19,0.119452,2.28955,
20,0.121893,2.240604,
21,0.118236,2.281977,
22,0.124795,2.279858,
23,0.121051,2.280752,
24,0.122961,2.246536,
25,0.131706,2.26203,
26,0.141384,2.277117,
27,0.1411,2.261848,
28,0.136867,2.223873,
29,0.132761,2.30657,
30,0.139699,2.223143,
31,0.150318,2.210827,
32,0.154339,2.161846,
33,0.157556,2.160286,
34,0.170936,2.162555,
35,0.174381,2.167612,
36,0.183392,2.166696,
37,0.193733,2.132194,
38,0.196718,2.121747,
39,0.213507,2.094834,
40,0.229506,2.05954,
41,0.240254,2.031144,
42,0.25983,2.03344,
43,0.266671,1.963835,
44,0.269561,1.947471,
45,0.288432,1.941668,
46,0.298081,1.927165,
47,0.317327,1.838346,
48,0.328243,1.800135,
49,0.34033,1.809415,
50,0.354603,1.785744,
51,0.368917,1.75414,
52,0.391774,1.758476,
53,0.389823,1.733497,
54,0.399024,1.675817,
55,0.425975,1.630938,
56,0.431384,1.625537,
57,0.437419,1.622271,
58,0.4551,1.594454,
59,0.454884,1.598682,
60,0.461576,1.561967,
61,0.469354,1.56086,
62,0.479863,1.53326,
63,0.479574,1.539186,
64,0.485966,1.521496,
65,0.491247,1.504979,
66,0.492024,1.511748,
67,0.494506,1.513655,
68,0.50343,1.474261,
69,0.506663,1.487235,
70,0.511299,1.494726,
71,0.508921,1.465467,
72,0.510014,1.457648,
73,0.511287,1.470208,
74,0.516063,1.456828,
75,0.514415,1.464607,
76,0.516666,1.444209,
77,0.519223,1.451792,
78,0.51648,1.463618,
79,0.525145,1.4518,
80,0.523012,1.456358,
81,0.523034,1.459539,
82,0.53045,1.448041,
83,0.526061,1.456948,
84,0.523384,1.430753,
85,0.528803,1.424376,
86,0.532711,1.454326,
87,0.526582,1.443367,
88,0.533142,1.430266,
89,0.521686,1.434136,
90,0.525509,1.428573,
91,0.527365,1.442515,
92,0.523648,1.460562,
93,0.521476,1.424168,
94,0.528693,1.437303,
95,0.528971,1.431918,
96,0.523254,1.431383,
97,0.524742,1.445859,
98,0.525634,1.44866,
99,0.529978,1.452014,
100,0.531288,1.448685,
