round,global_accuracy,global_loss,comm_cost_mb
1,0.109452,2.327173,
2,0.106169,2.295957,
3,0.102984,2.300164,
4,0.099894,2.306806,
5,0.108023,2.287231,
6,0.107538,2.287902,
7,0.110674,2.316219,
8,0.113627,2.311848,
9,0.110219,2.286873,
10,0.118044,2.307544,
11,0.114503,2.290599,
12,0.129993,2.276584,
13,0.126094,2.285542,
14,0.128381,2.283712,
15,0.13055,2.262776,
16,0.127889,2.245744,
17,0.148094,2.23464,
18,0.143651,2.216224,
19,0.154986,2.194724,
20,0.162088,2.178545,
21,0.157225,2.18976,
22,0.170639,2.174247,
23,0.185977,2.138229,
24,0.190569,2.105481,
25,0.206604,2.117535,
26,0.212282,2.081882,
27,0.214709,2.042748,
28,0.236707,2.019919,
29,0.247786,1.958942,
30,0.262811,1.939806,
31,0.269746,1.915545,
32,0.280997,1.895677,
33,0.315785,1.840938,
34,0.321398,1.782656,
35,0.34475,1.71258,
36,0.36506,1.730477,
37,0.380495,1.665877,
38,0.401848,1.638977,
39,0.425318,1.590634,
40,0.433117,1.540678,
41,0.455493,1.534966,
42,0.469708,1.451428,
43,0.483108,1.397061,
44,0.50486,1.373776,
45,0.511588,1.330649,
46,0.526038,1.338734,
47,0.538045,1.273696,
48,0.55718,1.267571,
49,0.569359,1.25806,
50,0.577394,1.205093,
51,0.586103,1.209588,
52,0.59245,1.162831,
53,0.607586,1.159634,
54,0.607774,1.149693,
55,0.620251,1.138717,
56,0.619899,1.131444,
57,0.635497,1.129261,
58,0.633629,1.085538,
59,0.65056,1.07544,
60,0.636724,1.073883,
61,0.648204,1.08125,
62,0.638293,1.072794,
63,0.648943,1.059498,
64,0.64385,1.049225,
65,0.649014,1.054364,
66,0.650389,1.059513,
67,0.650149,1.024561,
68,0.652346,1.060699,
69,0.654201,1.070536,
70,0.659555,1.02369,
71,0.655097,1.039409,
72,0.654516,1.064464,
73,0.655982,1.041432,
74,0.666489,1.03003,
75,0.657137,1.026705,
76,0.663086,1.040046,
77,0.662279,1.010457,
78,0.662592,1.018739,
79,0.653979,1.017686,
80,0.657284,1.033141,
81,0.671088,1.048505,
82,0.661208,1.018825,
83,0.666464,1.037534,
84,0.662194,1.022053,
85,0.672867,1.022148,
86,0.662209,1.024691,
87,0.666592,1.010133,
88,0.663376,1.008089,
89,0.663346,1.045969,
90,0.667508,1.021142,
91,0.660871,1.018245,
92,0.668873,1.014975,
93,0.670526,1.004697,
94,0.663605,1.043569,
95,0.656772,1.03654,
96,0.657434,1.020468,
97,0.664184,1.03183,
98,0.652279,0.997477,
99,0.662661,1.021864,
100,0.661374,1.018591,
