round,global_accuracy,global_loss,comm_cost_mb
1,0.121965,2.278414,
2,0.118306,2.245963,
3,0.119731,2.224325,
4,0.116139,2.245786,
5,0.115372,2.266088,
6,0.115485,2.288318,
7,0.117432,2.251331,
8,0.113909,2.276153,
9,0.120831,2.293164,
10,0.117206,2.256492,
11,0.117443,2.252259,
12,0.118754,2.210314,
13,0.126073,2.267286,
14,0.129449,2.304818,
15,0.125566,2.245981,
16,0.122858,2.292354,
17,0.119172,2.253553,
18,0.115597,2.174853,
19,0.112129,2.200947,
20,0.137657,2.209678,
21,0.133528,2.198111,
22,0.13854,2.194783,
23,0.146677,2.192044,
24,0.142277,2.213102,
25,0.142829,2.237792,
26,0.147199,2.166783,
27,0.146,2.173818,
28,0.160276,2.187504,
29,0.158743,2.188841,
30,0.161058,2.153874,
31,0.172313,2.180627,
32,0.176695,2.123358,
33,0.176766,2.132752,
34,0.187835,2.108988,
35,0.186648,2.107631,
36,0.199782,2.048259,
37,0.226354,2.016417,
38,0.228497,2.0265,
39,0.232976,2.031484,
40,0.261441,1.937154,
41,0.253598,1.971217,
42,0.267098,1.920587,
43,0.289417,1.915921,
44,0.300433,1.876407,
45,0.310565,1.871706,
46,0.326135,1.824597,
47,0.339951,1.791478,
48,0.355886,1.757884,
49,0.364789,1.746798,
50,0.39217,1.708742,
51,0.401511,1.691519,
52,0.415393,1.655523,
53,0.423954,1.638986,
54,0.435141,1.584112,
55,0.446305,1.546269,
56,0.45696,1.560567,
57,0.473264,1.53538,
58,0.481221,1.513317,
59,0.480759,1.473898,
60,0.48936,1.457785,
61,0.504499,1.459018,
62,0.511219,1.448511,
63,0.519792,1.449051,
64,0.518119,1.418062,
65,0.52404,1.388382,
66,0.534248,1.416853,
67,0.535717,1.38475,
68,0.544458,1.35162,
69,0.54416,1.377519,
70,0.544259,1.387274,
71,0.553714,1.35932,
72,0.551909,1.35221,
73,0.552512,1.335341,
74,0.562502,1.361325,
75,0.561979,1.329919,
76,0.568954,1.366033,
77,0.562675,1.325796,
78,0.559713,1.339951,
79,0.560742,1.331657,
80,0.569987,1.310677,
81,0.574669,1.347787,
82,0.562348,1.308177,
83,0.566983,1.311476,
84,0.567742,1.290492,
85,0.568489,1.344657,
86,0.565442,1.317335,
87,0.564419,1.327838,
88,0.569942,1.343355,
89,0.572059,1.31346,
90,0.573774,1.311088,
91,0.566473,1.320632,
92,0.571418,1.318382,
93,0.573863,1.309406,
94,0.574255,1.337179,
95,0.568303,1.336786,
96,0.571937,1.305052,
97,0.58279,1.316304,
98,0.578679,1.324337,
99,0.566565,1.315372,
100,0.571297,1.296847,
