round,global_accuracy,global_loss,comm_cost_mb
1,0.091472,2.242341,
2,0.114579,2.298997,
3,0.111141,2.291837,
4,0.112976,2.258181,
5,0.109587,2.287021,
6,0.117195,2.211946,
7,0.119461,2.222847,
8,0.123188,2.212129,
9,0.135461,2.197638,
10,0.131397,2.197727,
11,0.154041,2.121084,
12,0.166125,2.145274,
13,0.17709,2.090833,
14,0.190677,2.000691,
15,0.221601,1.986756,
16,0.245726,1.922058,
17,0.269281,1.860532,
18,0.302857,1.79621,
19,0.336074,1.659003,
20,0.378556,1.567227,
21,0.402645,1.470705,
22,0.458606,1.371958,
23,0.495365,1.276479,
24,0.553913,1.190065,
25,0.588133,1.089615,
26,0.624454,0.963847,
27,0.66585,0.873119,
28,0.696215,0.810442,
29,0.721357,0.733585,
30,0.753215,0.655969,
31,0.770529,0.622122,
32,0.784171,0.581916,
33,0.80408,0.542892,
34,0.816458,0.531287,
35,0.823367,0.491908,
36,0.827261,0.47103,
37,0.833854,0.455795,
38,0.845401,0.435503,
39,0.846064,0.422157,
40,0.859175,0.420409,
41,0.858799,0.404875,
42,0.865975,0.408187,
43,0.860794,0.386641,
44,0.862173,0.38957,
45,0.861525,0.359689,
46,0.866352,0.38748,
47,0.868806,0.395879,
48,0.863533,0.374182,
49,0.863468,0.382385,
50,0.869261,0.372225,
51,0.870188,0.368552,
52,0.866202,0.396511,
53,0.873761,0.373879,
54,0.864521,0.373068,
55,0.873132,0.377526,
56,0.874985,0.390467,
57,0.870698,0.369045,
58,0.86913,0.369549,
59,0.874786,0.369273,
60,0.864489,0.380275,
61,0.870855,0.368528,
62,0.863425,0.388924,
63,0.87409,0.360024,
64,0.87193,0.360642,
65,0.865896,0.347916,
66,0.874468,0.385121,
67,0.870121,0.373349,
68,0.878388,0.364635,
69,0.866636,0.375657,
70,0.873578,0.370339,
71,0.865679,0.36445,
72,0.874127,0.382967,
73,0.864707,0.358743,
74,0.867451,0.373702,
75,0.880221,0.370444,
76,0.871643,0.364049,
77,0.881737,0.366486,
78,0.86935,0.375961,
79,0.8661,0.384116,
80,0.871364,0.363471,
81,0.869015,0.350329,
82,0.869176,0.345571,
83,0.869597,0.367808,
84,0.869043,0.366717,
85,0.868031,0.389427,
86,0.877156,0.371882,
87,0.875974,0.37017,
88,0.87019,0.363641,
89,0.87419,0.381727,
90,0.866238,0.376,
91,0.869332,0.362726,
92,0.871297,0.350015,
93,0.869664,0.397619,
94,0.873143,0.359806,
95,0.873613,0.375108,
96,0.870117,0.366678,
97,0.871403,0.366595,
98,0.870707,0.383244,
99,0.874663,0.357794,
100,0.869526,0.394086,
