round,global_accuracy,global_loss,comm_cost_mb
1,0.09469,2.266834,
2,0.100068,2.203637,
3,0.097066,2.257021,
4,0.094154,2.229332,
5,0.103245,2.222635,
6,0.103008,2.242784,
7,0.105222,2.210897,
8,0.107334,2.25162,
9,0.117907,2.233492,
10,0.118632,2.154821,
11,0.122183,2.176898,
12,0.143512,2.18962,
13,0.145564,2.120199,
14,0.153514,2.109844,
15,0.162467,2.058454,
16,0.181285,2.054435,
17,0.199129,1.984154,
18,0.202228,2.059919,
19,0.223597,1.93578,
20,0.254752,1.855128,
21,0.287606,1.818016,
22,0.302541,1.795768,
23,0.324237,1.678741,
24,0.357164,1.588701,
25,0.392609,1.550681,
26,0.424537,1.475474,
27,0.461932,1.388824,
28,0.488753,1.324078,
29,0.519452,1.246317,
30,0.554931,1.156048,
31,0.597301,1.028625,
32,0.616267,0.988253,
33,0.654075,0.920713,
34,0.684965,0.840632,
35,0.696916,0.801006,
36,0.719274,0.746235,
37,0.73424,0.681143,
38,0.754188,0.644421,
39,0.763165,0.629988,
40,0.781995,0.610418,
41,0.788412,0.573547,
42,0.805937,0.539045,
43,0.809978,0.520699,
44,0.824767,0.498412,
45,0.831137,0.483951,
46,0.840375,0.474346,
47,0.837265,0.441611,
48,0.836204,0.45748,
49,0.844622,0.447791,
50,0.845713,0.435143,
51,0.848476,0.434771,
52,0.852253,0.449544,
53,0.852151,0.435712,
54,0.852197,0.412003,
55,0.85435,0.430662,
56,0.860594,0.413881,
57,0.860695,0.396298,
58,0.866169,0.425529,
59,0.861044,0.406655,
60,0.86434,0.402957,
61,0.861396,0.397853,
62,0.861205,0.397118,
63,0.86585,0.398172,
64,0.861486,0.393761,
65,0.857431,0.420577,
66,0.865674,0.411411,
67,0.861682,0.418397,
68,0.864527,0.417996,
69,0.86401,0.398976,
70,0.862051,0.400262,
71,0.865149,0.417759,
72,0.870481,0.400043,
73,0.869258,0.364789,
74,0.862548,0.401774,
75,0.868022,0.403839,
76,0.864284,0.392692,
77,0.861339,0.422169,
78,0.869054,0.414678,
79,0.864628,0.391595,
80,0.866822,0.397925,
81,0.864106,0.397886,
82,0.862099,0.387272,
83,0.863673,0.38082,
84,0.867045,0.4086,
85,0.861581,0.375255,
86,0.86624,0.401064,
87,0.864753,0.381389,
88,0.857004,0.419454,
89,0.863814,0.404355,
90,0.8644,0.403211,
91,0.859572,0.392464,
92,0.859266,0.38444,
93,0.861853,0.375443,
94,0.862846,0.389135,
95,0.859948,0.396357,
96,0.864648,0.387553,
97,0.872743,0.40699,
98,0.869182,0.393906,
99,0.868271,0.407579,
100,0.860623,0.38948,
